,Participant,Narrative,RE,Discourse,Order,Accessibility,Right_Hand_Movement_Amplitude,Left_Hand_Movement_Amplitude,Left_S_to_W_Distance_Change,Right_S_to_W_Distance_Change,Duration
982,35.0,9,FARE,Re-introduction,5,2.0,0.2488209748463388,0.2400299827147642,0.0609115400507384,0.056697463669011634,0.3
983,35.0,9,FARE,Re-introduction,16,1.0,0.09283649650293149,0.09829665935366369,0.031129351885807698,0.025419662605521295,0.2
984,35.0,9,KEDİ,Introduction,1,1.0,0.4916567314807449,0.5749232146677461,0.13939845423354497,0.1296574235164695,0.82
985,35.0,9,KEDİ,Re-introduction,14,0.0,0.1211246058462534,0.1223591588104625,0.0231211863513885,0.0230547178371101,0.2
986,35.0,9,KEDİ,Re-introduction,19,1.0,0.3075557898936732,0.3758411053502273,0.09073956227313196,0.1006443855547155,0.38
987,35.0,10,FARE,Re-introduction,17,1.0,0.5873777556723186,0.639672024945721,0.14792576750332542,0.1243100149745142,0.36
988,35.0,10,KEDİ,Introduction,1,1.0,0.2325501889037885,0.2572287642953099,0.07380785911250545,0.1234985225321146,0.66
989,35.0,10,KEDİ,Introduction,2,0.0,0.06978633488288111,0.0737811989415565,0.026853287349007753,0.053400870534943204,0.28
990,35.0,10,KEDİ,Maintenance,4,4.0,0.0806724439958748,0.0959065693551529,0.0315827859898288,0.032641322728121404,0.2
991,35.0,10,KEDİ,Re-introduction,5,2.0,0.12349601759760631,0.1369640051101362,0.029376979497795788,0.03265854767005216,0.24
992,35.0,10,KEDİ,Re-introduction,6,3.0,0.053574305982811196,0.0603899209311308,0.01865541579906177,0.022960676227759595,0.18
993,35.0,10,KEDİ,Re-introduction,13,0.0,0.1661829668365792,0.2084487337767924,0.0438732248387882,0.05408419564666029,0.32
994,35.0,10,KEDİ,Re-introduction,17,1.0,0.565298231617859,0.6639192787294967,0.13272338356820704,0.11028515163681096,0.62
995,36.0,1,FARE,Introduction,1,0.0,0.9706748033098132,1.0212220551956743,0.2401752111141187,0.2879895855511742,1.26
996,36.0,1,KEDİ,Introduction,3,-2.0,0.4389249690957937,0.48337974349623103,0.11319126832082517,0.09829385749827373,0.52
997,36.0,1,KEDİ,Maintenance,9,5.0,0.32915933747389403,0.3387335044943641,0.067199872789198,0.05729049175299819,0.42000000000000004
998,36.0,2,KEDİ,Introduction,1,1.0,0.0532285999454827,0.0550430973484634,0.0156518253095769,0.0106109892104798,0.22
999,36.0,3,FARE,Introduction,2,-1.0,0.2215802562161423,0.2512468353164647,0.0741827576209218,0.04084754115530813,0.56
1000,36.0,3,FARE,Re-introduction,4,2.0,0.2255697075749692,0.2451338918505876,0.1004573552250307,0.0485343659538081,0.32
1001,36.0,3,KEDİ,Introduction,1,1.0,0.7956932642777995,0.8716070950560266,0.2738782259643741,0.22006959612978177,1.42
1002,36.0,4,FARE,Introduction,1,1.0,0.6007398908747476,0.6332728033278645,0.2236319160381642,0.12429941271335727,0.92
1003,36.0,4,FARE,Re-introduction,6,1.0,0.4337330125589129,0.4711310449234951,0.13030543311214285,0.0832896010080518,0.34
1004,36.0,4,KEDİ,Introduction,4,-1.0,0.20459811637744252,0.2213897433801201,0.04210680304131438,0.054777361805066656,0.66
1005,36.0,4,KEDİ,Re-introduction,7,1.0,0.2583715073125543,0.2766955411303977,0.0607734592875227,0.044049364410633146,0.5
1006,36.0,5,FARE,Introduction,5,-1.0,0.19377572064109927,0.1997809686855254,0.0720252757333591,0.04640580743808106,0.66
1007,36.0,5,FARE,Re-introduction,10,0.0,0.0231984922406837,0.024638219144425398,0.0166500861688368,0.0064954061661016155,0.16
1008,36.0,5,KEDİ,Introduction,1,1.0,0.2596137842755405,0.2772759250127202,0.12720607225380148,0.0675680890862066,0.48
1009,36.0,5,KEDİ,Re-introduction,11,1.0,0.0566490574488145,0.0663532686037612,0.0416180420257007,0.017520378447517252,0.18
1010,36.0,6,FARE,Introduction,1,1.0,0.4079064741729946,0.4743970291348,0.10822376875890455,0.09383922743000044,0.42000000000000004
1011,36.0,6,FARE,Re-introduction,11,0.0,0.07724404914900959,0.09319496958349241,0.028047644800201797,0.0216975941140017,0.22
1012,36.0,6,KEDİ,Introduction,2,0.0,0.596185795364935,0.6470316134772758,0.17674183465966342,0.11780890494567049,0.56
1013,36.0,6,KEDİ,Re-introduction,12,2.0,0.2941929871749145,0.3362856257387519,0.1240417548076347,0.04119202132439515,0.28
1014,36.0,8,FARE,Introduction,2,0.0,0.40354337787529404,0.4356534861566764,0.09168007547945141,0.0377512614135507,0.52
1015,36.0,8,KEDİ,Introduction,1,1.0,1.3287055675579609,1.4480601868870238,0.4281638061425166,0.27086069937558327,1.52
1016,36.0,9,FARE,Introduction,2,0.0,0.1310624460124521,0.13746560805399569,0.06230762837936319,0.03528039317008772,0.48
1017,36.0,9,FARE,Re-introduction,8,1.0,0.1086785991498683,0.1178451371718814,0.10135866527613409,0.047098012421539305,0.4
1018,36.0,9,KEDİ,Introduction,1,1.0,0.4794867710050246,0.5234428838522266,0.17755423645450286,0.08506583831900003,0.78
1019,36.0,10,FARE,Introduction,1,1.0,0.71704046408664,0.7663394533478854,0.28031919352405027,0.145568118606041,0.74
1020,36.0,10,KEDİ,Introduction,3,-1.0,0.5514357191480197,0.5924386151728284,0.1670586960130061,0.1268340517119819,0.66
1021,36.0,10,KEDİ,Re-introduction,7,1.0,0.1607074051286084,0.1774330447652389,0.042511726063284724,0.0531367080932218,0.4
1022,38.0,1,FARE,Introduction,1,0.0,0.3115623298213775,0.33802666471518833,0.1358507705727447,0.08751048976214129,0.66
1023,38.0,1,FARE,Re-introduction,3,2.0,0.1197778679190086,0.1297537728595681,0.038299630088869746,0.031613358297667475,0.32
1024,38.0,1,FARE,Re-introduction,6,2.0,0.2978574544074673,0.3014733966540413,0.1036643240569296,0.08417970272848811,0.34
1025,38.0,1,KEDİ,Introduction,2,-1.0,0.4108241065159836,0.42374173531898107,0.07584535944236574,0.07570552891735012,0.52
1026,38.0,1,KEDİ,Re-introduction,4,2.0,0.3974274500895885,0.4138596104230208,0.10928684213887213,0.0880703887535845,0.28
1027,38.0,1,KEDİ,Re-introduction,7,2.0,0.5319398084190876,0.581438365096489,0.1019286177404695,0.14734839053445511,0.26
1028,38.0,2,KEDİ,Introduction,2,0.0,0.5458868348359757,0.5704358911934734,0.0883519188273011,0.1416667124260964,0.3
1029,38.0,3,FARE,Introduction,1,0.0,1.0983633530800663,1.1872159471847714,0.4288249486390466,0.4412879503380662,0.92
1030,38.0,3,FARE,Re-introduction,3,2.0,0.3326968958249684,0.3786069572988978,0.14411335544813228,0.10070322162185111,0.36
1031,38.0,3,FARE,Re-introduction,5,2.0,0.2914290340670473,0.3263658436284259,0.08012760665013051,0.0955740364765733,0.46
1032,38.0,3,KEDİ,Introduction,2,0.0,0.4107722378737172,0.4194939198065493,0.07522222959282174,0.06263356093491265,0.46
1033,38.0,4,FARE,Introduction,2,0.0,0.5393671719320701,0.5648492344203889,0.12455648709349479,0.11393925782703641,0.52
1034,38.0,4,FARE,Re-introduction,6,1.0,0.5265372777190606,0.5747304839971612,0.118594377820016,0.0969306479385063,0.42000000000000004
1035,38.0,4,KEDİ,Introduction,1,1.0,1.2852383752017262,1.3663340598029152,0.22041522335400812,0.268320430819328,0.62
1036,38.0,4,KEDİ,Re-introduction,8,0.0,0.4297149006981282,0.463332831414937,0.11613567048872758,0.0764361529123356,0.38
1037,38.0,5,FARE,Introduction,4,0.0,0.5553433168279848,0.615505464837274,0.1408335664268163,0.1295793203263011,0.48
1038,38.0,5,FARE,Re-introduction,6,2.0,0.6265356116990866,0.703373271062688,0.1467469140687639,0.1806150633989034,0.3
1039,38.0,5,KEDİ,Introduction,1,1.0,0.6084127671356215,0.6606460189431157,0.1565620773051917,0.18469362993666338,0.64
1040,38.0,6,FARE,Introduction,1,1.0,0.7311349247211736,0.7839696356283244,0.1324868380234957,0.1738944639810462,0.62
1041,38.0,6,KEDİ,Introduction,2,0.0,0.4862919149066172,0.5344892871597813,0.0799025157829692,0.097663393168147,0.24
1042,38.0,7,KEDİ,Introduction,2,0.0,0.4610989600540693,0.48274334973200517,0.07618448677300581,0.104758758244851,0.22
1043,38.0,8,FARE,Introduction,2,0.0,0.6037364015280813,0.6687389395847023,0.1374006070198712,0.1518083259755418,0.38
1044,38.0,8,FARE,Re-introduction,5,2.0,0.4223451332303413,0.45188644205361883,0.085538261836151,0.0907232008012445,0.3
1045,38.0,8,KEDİ,Introduction,1,1.0,0.6192442284125307,0.6421517726913125,0.09226453247070743,0.08380731864556704,0.52
1046,38.0,9,FARE,Introduction,2,0.0,0.6544660783884425,0.682946181871893,0.1439820016642709,0.1588843436279077,0.44
1047,38.0,9,FARE,Re-introduction,9,2.0,0.47648395743418576,0.5110092989861821,0.0947581863759816,0.1191639704598635,0.34
1048,38.0,9,KEDİ,Introduction,1,1.0,0.6187022551060665,0.6627871389083674,0.1147759264660281,0.173937872094297,0.56
1049,38.0,9,KEDİ,Re-introduction,10,2.0,0.434355005207838,0.47145540034427763,0.0795614306283852,0.0977411904656904,0.16
1050,38.0,10,FARE,Introduction,1,1.0,1.0660691124718982,1.2100341720211825,0.2770979685588569,0.2946348328048961,0.74
1051,38.0,10,FARE,Re-introduction,3,2.0,0.4491208773878111,0.4738433065372588,0.09042934120023473,0.1093162341436857,0.32
1052,38.0,10,KEDİ,Introduction,2,0.0,0.7701771182195822,0.7957593236647359,0.12566715551555185,0.15706816860224185,0.5
1053,38.0,10,KEDİ,Re-introduction,4,2.0,0.14420341561239092,0.1649620578570732,0.0970000241563546,0.0966743291679017,0.34
1054,38.0,10,KEDİ,Re-introduction,9,3.0,0.6302804522402278,0.6401329680677156,0.08052645484926857,0.10014203044751499,0.32
